sku,product_name,brand,category_l1,category_l2,storage_type,width_cm,height_cm,depth_cm,facing_count,required_width_cm,reason_code,reason,severity,suggested_action,suggested_storage_type,storage_fix_reason,storage_changed
MRK.00040,Milka Raisin Hazelnut Chocolate 80 g,Milka,Snacks,Confectionary,AMBIENT,8,16,2.5,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
WR20WV,Durex Beyond Nothing Ultra Lubricant Condoms 20 Pack,Durex,Personal Care / Baby / Health,Health,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_nonfood_category,False
MRK.04039,Milagro Blackberry 125 g,Milagro,Produce,Fruit,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_crate_produce,False
MRK.07597,Selpak Giant Roll Towel 2'=4,Selpak,Home / Pet,Disposables,CHILLED,20,28,12.0,1,22,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
YS3183,Fellas Red Berry Granola Bar 23 g,Fellas,Snacks,Other Snacks,AMBIENT,8,16,2.5,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
679QD7,Ülker Çokomel Banana Giant Marshmallow Biscuit 22 g,Ülker,Snacks,Confectionary,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
097B3R,Polonez Turkey Ham 50 g,Polonez,Dairy / Chilled / Eggs,Deli / Snacking,CHILLED,8,12,8.0,1,9,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
MRK.00662,Ülker Rulokat Hazelnut Cream Wafer 42 g,Ülker,Snacks,Confectionary,AMBIENT,8,16,2.5,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
YS4157,Solo Aquablock Surface Cleaning Wipes 30 Pack,Solo,Home / Pet,Cleaning / Laundry,CHILLED,6,16,6.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
MT3037,Eker Legendary Yogurt 750 g,Eker,Dairy / Chilled / Eggs,Dairy / Eggs,CHILLED,6,14,5.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
B750QD,Finish Ultimate Dishwasher Tablets 22 pcs,Finish,Home / Pet,Cleaning / Laundry,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
MRK.00547,Calvé Barbecue Sauce 290 g,Calvé,Packaged Foods,Cooking / Condiments / Baking / Herbs / Spices,AMBIENT,12,20,3.0,1,13,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
MRK.05993,Eti Burçak Salty Black Herb Biscuits 91 g,Eti,Snacks,Salty Snacks,AMBIENT,16,24,5.0,1,18,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
M54T69,Coca-Cola Plastic Bottle 450 ml,Coca-Cola,Beverages,Soft Drinks / Mixers,AMBIENT,6,16,6.0,1,7,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_beverage_category,False
YS2569,Eker Probiotic Forest Fruit Yogurt 400 g,Eker,Dairy / Chilled / Eggs,Dairy / Eggs,CHILLED,6,14,5.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
MRK.05000,Saffet Abdullah Güllac 100 g,Saffet,Packaged Foods,Desserts,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_packaged_exception,False
Y7LDT4,"Sırma Natural Sparkling Water with Vitamin C, Tangerine Flavored 1 L",Sırma,Beverages,Water,AMBIENT,8,28,8.0,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_beverage_category,False
MRK.05112,Pakmaya Milk Chocolate Chunk 70 g,Pakmaya,Packaged Foods,Cooking / Condiments / Baking / Herbs / Spices,AMBIENT,8,16,2.5,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snack_keyword,False
YS0562,Sarelle Sugar-Free Cocoa Hazelnut Spread 350 g,Sarelle,Packaged Foods,Breakfast / Spreads,AMBIENT,12,20,3.0,1,13,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
2RA5B8,Kotex Bumper Super 16,Kotex,Personal Care / Baby / Health,Personal Care / Beauty,AMBIENT,6,16,6.0,1,7,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_nonfood_category,False
MRK.02627,Gillette Permatik Bathroom Disposable Razor Set of 5,Gillette,Personal Care / Baby / Health,Personal Care / Beauty,CHILLED,6,16,6.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
MRK.07574,Uni Baby Active Sensitive Wet Wipes 3 x 52 pcs,Uni,Personal Care / Baby / Health,Health,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
MRK.02263,Bahçıvan Sliced ​​White Cheese 420 g,Bahçıvan,Dairy / Chilled / Eggs,Dairy / Eggs,CHILLED,6,14,5.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
C31875,Bahçıvan Sliced Burger Cheese 200 g,Bahçıvan,Dairy / Chilled / Eggs,Dairy / Eggs,CHILLED,6,14,5.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
MRK.03379,Milagro Asparagus 300 g,Milagro,Produce,Vegetables,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_produce_default,False
MRK.07124,"Eti Form Mahlep, Chia and Black Cumin Biscuits 40 g",Eti,Snacks,Salty Snacks,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
YS2468,Purina One Turkey and Bean Sterilized Wet Cat Food 85 g,Purina,Home / Pet,Pet,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
MRK.05340,Vegeat's BBQ Chickpea Chips 50 g,Vegeat's,Snacks,Salty Snacks,AMBIENT,16,24,5.0,1,18,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
MRK.00850,Nestle Damak Milk Chocolate with Pistachios 60 g,Nestle,Snacks,Confectionary,AMBIENT,8,16,2.5,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
8TZ84Z,Tat Domates Rendesi 685 g,Tat,Packaged Foods,Canned / Jarred / Instant Meals,AMBIENT,8,12,8.0,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
MRK.01277,Dimes 100% Orange Juice 1 L,Dimes,Beverages,Juice / Ice Tea / Sports / Energy,AMBIENT,8,28,8.0,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_beverage_category,False
YS1811,Felicia Low Grain Chicken Kitten Cat Food 1 kg,Felicia,Home / Pet,Pet,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
VOS358,Yumoş Extra Laundry Softener Sakura 1440 ml,Yumoş,Home / Pet,Cleaning / Laundry,CHILLED,8,28,8.0,1,9,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
MRK.00124,"Algida Magnum Mini Double Chocolate, Black Mulberry & Caramel 6-Pack",Algida,Frozen,Ice Cream / Desserts,FROZEN,8,16,2.5,1,9,no_matching_storage_shelf,FROZEN storage için uygun raf/dolap yok.,high,FROZEN ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,FROZEN,frozen_keyword_or_algida,False
HH2H29,La Lorraine Strawberry Donut 56 g,La,Ready To Consume,Food,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,FROZEN,la_lorraine_frozen_rule,True
MRK.02662,Pop Buster Microwave Salted Corn 3 x 100 g,Pop,Snacks,Salty Snacks,AMBIENT,24,34,8.0,1,26,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
YS3227,Keskinoğlu Crispy Chicken Fileturka 300 g,Keskinoğlu,Meat / Seafood,Poultry,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_meat_seafood,False
MRK.04501,Feast Okra 450 g,Feast,Frozen,Frozen Fruit / Vegetables / Potato,FROZEN,10,18,8.0,1,11,no_matching_storage_shelf,FROZEN storage için uygun raf/dolap yok.,high,FROZEN ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,FROZEN,frozen_keyword_or_algida,False
0P6M61,DeepFresh Reed Diffuser Powder Fragrance 100 ml,DeepFresh,Home / Pet,Household,CHILLED,6,16,6.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
MRK.07076,Dimes Peach Nectar 1 L,Dimes,Beverages,Juice / Ice Tea / Sports / Energy,AMBIENT,8,28,8.0,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_beverage_category,False
BC6T6V,"Sırma Natural Sparkling Water with Vitamin C, Lemon Flavored 1 L",Sırma,Beverages,Water,AMBIENT,8,28,8.0,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_beverage_category,False
YS0047,Elseve Hydra Hyaluronic Pure Anti-Oily Shampoo 300 ml,Elseve,Personal Care / Baby / Health,Personal Care / Beauty,AMBIENT,6,16,6.0,1,7,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_nonfood_category,False
MRK.05487,Becel Classic Margarine 250 g,Becel,Dairy / Chilled / Eggs,Dairy / Eggs,CHILLED,6,14,5.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
YS2326,Obaşak Trywich Toast Bread 550 g,Obaşak,Bread / Bakery,Bread,AMBIENT,24,34,8.0,1,26,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_bread_bakery,False
YS1583,Cipso Cheese Onion Flavored Potato Chips 104 g,Cipso,Snacks,Salty Snacks,CHILLED,16,24,5.0,1,18,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_snacks_category,True
YS0551,Wefood Organic Coconut Oil 150 ml,Wefood,Packaged Foods,Cooking / Condiments / Baking / Herbs / Spices,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_packaged_exception,False
YS0460,Eti Form Cocoa Hazelnut Wholemeal Biscuits 40 g,Eti,Snacks,Confectionary,AMBIENT,16,24,5.0,1,18,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
MRK.01172,Eker Profiterole 100 g,Eker,Dairy / Chilled / Eggs,Milk,CHILLED,6,14,5.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
YS0541,Delly Banana Flavored Chocolate Covered High Protein Bar 40 g,Delly,Snacks,Other Snacks,AMBIENT,8,16,2.5,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
8YA7X6,Fuse Tea Peach Pet Bottle 1.5 L,Fuse,Beverages,Juice / Ice Tea / Sports / Energy,CHILLED,10,34,10.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_beverage_category,True
YS3809,Danette Selection Wafer Mix 122 g,Danette,Dairy / Chilled / Eggs,Milk,CHILLED,6,14,5.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
MRK.00092,Tadım Festival Mixed Nuts 180 g,Tadım,Snacks,Salty Snacks,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
MRK.01519,Ülker Dankek Bite-Size Cocoa Cake 160 g,Ülker,Snacks,Confectionary,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
YS1949,Hastavuk Sauced Grilled Chicken Thighs 750 g,Hastavuk,Meat / Seafood,Poultry,CHILLED,8,12,8.0,1,9,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_meat_seafood,False
3Y4E9O,Jelibon Sour Patch Watermelon 80 g,Jelibon,Snacks,Confectionary,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
MRK.02902,Untad Sandwich Bread 390 g,Untad,Bread / Bakery,Bread,AMBIENT,24,34,8.0,1,26,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_bread_bakery,False
MRK.02217,Listerine Cool Mint Mouthwash 500 ml,Listerine,Personal Care / Baby / Health,Personal Care / Beauty,AMBIENT,7,22,7.0,1,8,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_nonfood_category,False
YS1666,DeepFresh Reed Diffuser Vanilla 100 ml,DeepFresh,Home / Pet,Household,CHILLED,6,16,6.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
MRK.00343,Cif Power & Shine Bath 750 ml,Cif,Home / Pet,Cleaning / Laundry,CHILLED,7,22,7.0,1,8,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
YS1332,Tamek Strawberry Jam 290 g without added sugar,Tamek,Packaged Foods,Breakfast / Spreads,AMBIENT,8,12,8.0,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
YS3684,Züber Cocoa Chips Protein Bar 35 g,Züber,Snacks,Other Snacks,AMBIENT,8,16,2.5,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
YS2571,Eker Chocolate Pudding 500 g,Eker,Dairy / Chilled / Eggs,Milk,CHILLED,12,20,3.0,1,13,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_beverage_keyword,True
98VNVP,Wanpy Creamy Chicken Cat Treat 5 x 14 g,Wanpy,Home / Pet,Pet,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
YS0982,Fropie Strawberry High Protein Bar 40 g,Fropie,Snacks,Other Snacks,AMBIENT,8,16,2.5,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
9N0141,President Kashar Cheese 400 g,President,Dairy / Chilled / Eggs,Dairy / Eggs,CHILLED,6,14,5.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
YS1447,BBM Food Grape Leaves with Olive Oil 200 g,BBM,Ready To Consume,Food,AMBIENT,8,12,8.0,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,CHILLED,chilled_ready_to_consume,True
259P1H,Züber Noutos Cajun Spiced Chickpea Chips 55 g,Züber,Snacks,Salty Snacks,AMBIENT,16,24,5.0,1,18,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
BAGPUL,Bagdat Extra Hot Red Pepper Flakes 80 g,Bagdat,Packaged Foods,Cooking / Condiments / Baking / Herbs / Spices,AMBIENT,10,18,8.0,1,11,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_packaged_foods,False
MRK.07291,Keskinoğlu Chicken Cocktail Sausage 270 g,Keskinoğlu,Dairy / Chilled / Eggs,Deli / Snacking,CHILLED,8,12,8.0,1,9,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
YS0295,Bref Power Active Ocean Scent Toilet Block 3 Pieces,Bref,Home / Pet,Cleaning / Laundry,CHILLED,6,16,6.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
MRK.06318,Glade Aerosol Silky Vanilla Room Fragrance 300 ml,Glade,Home / Pet,Household,CHILLED,6,16,6.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
085OAN,İçim Labneh Cheese with Olives and Thyme 180 g,İçim,Dairy / Chilled / Eggs,Dairy / Eggs,CHILLED,6,14,5.0,1,7,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
MRK.06128,Pınar Open and Finish Large Sliced ​​Turkey Salami 60 g,Pınar,Dairy / Chilled / Eggs,Deli / Snacking,CHILLED,8,12,8.0,1,9,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,CHILLED,chilled_dairy_category,False
MRK.06178,Eti Gold Chocolate Wafer 29 g,Eti,Snacks,Confectionary,AMBIENT,8,16,2.5,1,9,not_returned_by_engine_but_not_placed,not_returned_by_engine_but_not_placed,medium,Ürünü manuel kontrol et; shelf/storage/capacity kısıtlarından hangisine takıldığını doğrula.,AMBIENT,ambient_snacks_category,False
MRK.03222,Golf Roko Chocolate 65 ml,Golf,Frozen,Ice Cream / Desserts,FROZEN,8,16,2.5,1,9,no_matching_storage_shelf,FROZEN storage için uygun raf/dolap yok.,high,FROZEN ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,FROZEN,frozen_keyword_or_algida,False
MRK.01157,Whiskas Multipouch Kitten Meat Varieties Cat Food 4 x 85 g,Whiskas,Home / Pet,Pet,CHILLED,34,24,24.0,1,37,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
0KOY7O,Özcanlar Tekirdağ Meatballs 330 g,Özcanlar,Frozen,Frozen Meat / Seafood,FROZEN,8,12,8.0,1,9,no_matching_storage_shelf,FROZEN storage için uygun raf/dolap yok.,high,FROZEN ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,FROZEN,frozen_keyword_or_algida,False
MRK.01410,Mr Muscle Granular Drain Opener 2 x 50 g,Mr,Home / Pet,Cleaning / Laundry,CHILLED,10,18,8.0,1,11,no_matching_storage_shelf,CHILLED storage için uygun raf/dolap yok.,high,CHILLED ürünler için uygun zone/fixture kapasitesi oluştur. Algida ve dolapları dekor değil ürün fixture modülü yap.,AMBIENT,ambient_nonfood_category,True
